Title,Subtitle,Rating,Authors,Series,Volume,Publisher,Release Date,Description,ISBN-10,ISBN-13,Google ID,No. Of Pages,Dimensions,Collections,Subjects,Notes,Cover Image URL,Info URL
LINQ in action,,,"Fabrice Marguerie, Steve Eichert, Jim Wooley",,,Manning,2008-01-01,"LLINQ, Language INtegrated Query, is a new extension to the Visual Basic and C# programming languages designed to simplify data queries and database interaction. It addreses O/R mapping issues by making query operations like SQL statements part of the programming language. It also offers built-in support for querying in-memory collections like arrays or lists, XML, DataSets, and relational databases. ""LINQ in Action"" is a fast-paced, comprehensive tutorial for professional developers. This book explores what can be done with LINQ, shows how it works in an application, and addresses the emerging best practices. It presents the general purpose query facilities offered by LINQ in the upcoming C# 3.0 and VB.NET 9.0 languages. A running example introduces basic LINQ concepts. You'll then learn to query unstructured data using LINQ to XML and relational data with LINQ to SQL. Finally, you'll see how to extend LINQ for custom applications. ""LINQ in Action"" will guide you along as you explore this new world of lambda expressions, query operators, and expression trees. As well, you'll explore the new features of C# 3.0, VB.NET 9.0. The book is very practical, anchoring each new idea with running code. Whether you want to use LINQ to query objects, XML documents, or relational databases, you will find all the information you need to get started But ""LINQ in Action"" does not stop at the basic code. This book also shows you how LINQ can be used for advanced processing of data, including coverage of LINQ's extensibility, which allows querying more data sources than those supported by default. All code samples are built on a concrete business case. The running example, LinqBooks, is apersonal book cataloging system that shows you how to create LINQ applications with Visual Studio 2008.",1933988169,9781933988160,uTuNGQAACAAJ,542,18.7x23.5x2.9 cm,,"Electronic books, Microsoft .NET Framework, Microsoft LINQ, Query languages (Computer science), Computers / Database Management / General, Computers / Programming / General, Computers / Programming Languages / General, Computers / Programming Languages / SQL, Computers / Programming Languages / Visual BASIC, Computers / Programming / Object Oriented, Computers / Programming Languages / C#",,http://bks5.books.google.com/books?id=uTuNGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=uTuNGQAACAAJ
Linux programming by example,,,Kurt Wall,,,Que,1999-12-03,"Linux Programming By Example introduces programmers with some background in C but no knowledge of the specifics of Linux programming to the fundamentals of Linux system programming and application development. Topics covered include using GNU development tools, system programming, file handling in Linux, interprocess communication, network programming, application programming interfaces, debugging and memory management, and version control and software distribution.",0789722151,9780789722157,B7V7QgAACAAJ,533,18.7x24.0x1.3 cm,,"Computer programming, Linux, Operating systems (Computers), Computers / Operating Systems / General, Computers / Operating Systems / UNIX, Computers / Operating Systems / Linux, Computers / Programming / General, Computers / Programming Languages / C, Computers / Software Development & Engineering / General",,http://bks0.books.google.com/books?id=B7V7QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=B7V7QgAACAAJ
Living and working in Europe,,,J. E. Evans-Pritchard,,,Pitman,1997-01-01,"This text has been written in line with the new BTEC specifications for the Living and Working Within Europe option for Advanced GNVQ Business. It presents data for all EU nations, giving students the chance to select and analyse data.",0273621297,9780273621294,U85KAAAACAAJ,273,19.0x25.0 cm,,"British, Employment in foreign countries, Europe",,,http://books.google.com/books?id=U85KAAAACAAJ
Local area networks,including internetworking and interconnections with WANs,,Peter Hodson,,,DP Publications,1995-06-29,,1858051339,9781858051338,TvRdPgAACAAJ,223,19.0x28.0 cm,,"Local area nerworks (Computers networks), Local area networks (Computer networks)",,,http://books.google.com/books?id=TvRdPgAACAAJ
Macromedia Flash 8,Training from the Source,,James English,,,Macromedia Press,2006-01-01,"What began life as a simple Web animation tool has evolved into a powerful platform for Web application development-which means that if yours""re serious about developing for the Web, you need to get serious about learning Flash. With its breakthrough motion-graphics capabilities and powerful run-time effects, Flash 8 provides the tools, authoring power, and rich video capabilities you need to provide stunning interactive content. This Macromedia-certified guide provides the key to learning the basics of Flash 8. Through a series of hands-on projects, master trainer James English provides a firm foundation in everything Flash-from graphics, animation, and video to ActionScript fundamentals. Simple step-by-step instructions and tons of screenshots guide you through the process of creating buttons and links, drawing and animating in Flash, formatting text, adding video and sound, loading data, and more-in short, everything you need to develop sophisticated, professional-looking Web sites. A companion CD includes the lesson files needed to complete the bookrs""s projects as well as a trial version of the program itself.",0321336291,9780321336293,i4aeQgAACAAJ,398,17.8x23.0x2.3 cm,,"Computer animation, Electronic books, Flash (Computer file), Multimedia systems, Web sites - Design, Web sites, Computers / Computer Graphics, Computers / Internet / General, Computers / Digital Media / Video & Animation",,http://bks2.books.google.com/books?id=i4aeQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=i4aeQgAACAAJ
Macromedia Studio MX,all-in-one desk reference for dummies,,"Damon Dean, Andy Cowitt, Ellen Finkelstein, Doug Sahlin, Camille McCue",,,Wiley Pub.,2003-02-07,"* Self-contained minibooks provide complete coverage of the entire Macromedia Studio MX package-Dreamweaver MX, Flash MX, Fireworks MX, ColdFusion MX, and FreeHand 10 * Bonus minibooks deliver the lowdown on Macromedia Sitespring as well as other Web development tools and techniques * Packed with extra visuals, including lots of screen shots illustrating * step-by-step instructions * Shows how to use each program separately and in tandem to create state-of-the-art Web projects",0764517996,9780764517990,x5CRAAAACAAJ,804,18.7x23.3x4.5 cm,,"Macromedia Studio (Computer file), Macromedia Studio MX, Macromedia Studio, Web site development/ Computer programs, Web site development, Computers / General, Computers / Computer Graphics, Computers / Data Processing, Computers / Interactive & Multimedia, Computers / Web / Page Design, Computers / Web / Site Design, Performing Arts / Film & Video / General",,http://bks7.books.google.com/books?id=x5CRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=x5CRAAAACAAJ
Managing people,a competence approach to supervisory management,,Roger Cartwright,,,Blackwell,1993-01-01,,0631190120,9780631190127,UVONQgAACAAJ,185,17.8x25.0x1.9 cm,,"Supervision of employees, Business & Economics / Human Resources & Personnel Management",,,http://books.google.com/books?id=UVONQgAACAAJ
Manufacturing industry,the impact of change,,Michael Raw,,,CollinsEducational,1993-06-17,,0003266427,9780003266429,BUVtQgAACAAJ,192,22.0x28.0 cm,,"Geography, Manufactures, Manufacturing processes",,,http://books.google.com/books?id=BUVtQgAACAAJ
Marx,a beginner's guide,,Gill Hands,,,Hodder & Stoughton,2000-01-01,"This new series from Headway offers brief yet authoritative introductions to the cultural icons of our time. Each book examines the life, the work, & the legend surrounding its subject, & key terms & concepts are highlighted & clearly explained to help consolidate the reader's understanding of the text.",0340780134,9780340780138,s5dpNwAACAAJ,96,12.8x19.8x0.7 cm,,"Marxian economics, Philosophy,, Marxist, Philosophy / Political, Political Science / Political Ideologies / Communism & Socialism, Political Science / History & Theory",,http://bks4.books.google.com/books?id=s5dpNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=s5dpNwAACAAJ
Mass communication theory,an introduction,,Denis McQuail,,,Sage,1994-01-01,"The fully revised edition of this successful textbook has been comprehensively rewritten to take account of recent theory and research and to improve the accessibility of the text. The book provides a nontechnical introduction to the range of approaches to understanding mass communication. It offers an integrated treatment of the major components of mass communication - the sender, the message and the audience - and encompasses the various forms of mass communication in contemporary societies including television, radio, newspapers, film, music and new communication technologies. Throughout, Denis McQuail shows how theories of mass communication relate to the understanding of society as a whole.",0803977859,9780803977853,lBzEQgAACAAJ,416,15.6x24.0x2.5 cm,,"Mass media, Language Arts & Disciplines / Communication Studies, Social Science / Media Studies",,http://bks9.books.google.com/books?id=lBzEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=lBzEQgAACAAJ
Mastering Pascal programming,,,Eric Huggins,,,Macmillan,1983-01-01,,0333322940,9780333322949,GwphQgAACAAJ,269,14.0x23.0 cm,,"PASCAL (Computer program language), Pascal (Computer program language), Programming (Electronic computers)",,,http://books.google.com/books?id=GwphQgAACAAJ
Materials science and engineering,an introduction,,William D. Callister,,,Wiley,2000-01-01,"An outstanding book that provides complete coverage and reflects the latest developments in the field of materials science. The fifth edition maintains its extensive coverage of mechanical properties and failure and offers a new discussion of how the stress state within the body is a function of the orientation of the plane upon which the stresses are taken to act. The accompanying software is updated to include Material Properties and Cost Databases, also found in Appendix B and C of the book. An expanded feature in the software is an equation solver, E-Z Solve, which will help facilitate the solution of mathematically complex problems.",0471320137,9780471320135,XELORAAACAAJ,871,20.8x26.0x3.4 cm,,"Materials, Technology & Engineering / Engineering (General), Technology & Engineering / Material Science",,http://bks5.books.google.com/books?id=XELORAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=XELORAAACAAJ
MCAD/MCSE/MCDBA self-paced training kit,"Microsoft SQL Server 2000 database design and implementation, exam 70-229",,Microsoft Corporation,,,Microsoft Press,2003-06-04,"Learn how to deliver powerful database solutions using SQL Server 2000 Enterprise Editionand prepare for the Microsoft Certified Professional (MCP) examwith this official Microsoft study guide. Work at your own pace through the lessons and hands-on exercises. And use the special exam-prep section and testing tool to measure what you know and where to focus your studiesbefore taking the actual exam. As you build the real-world expertise for designing data-driven business solutions, you're also preparing for MCP Exam 70-229a core exam for MCDBA certification and a key elective on the MCSE, MCAD, and MCSD tracks.Build the skills to: Develop a logical data model Create databasesfiles, objects, space management, and growth strategy Use Transact-SQL and Data Transformation Services (DTS) to manipulate data; extract data in XML format Program business logic using stored procedures, transactions, triggers, user-defined functions, and views Optimize database performance by using SQL Profiler and the Index Tuning Wizard * Design a security plandata access, object-level security, and application rolesReady for the exam? Take practice tests on the CD.Your kit includes: Comprehensive self-paced study guide that maps to MCP exam goals and objectives NEWTest-readiness tool that generates timed, 50-question practice exams with automated scoring NEWMore than 200 pages of exam prep and objective-by-objective review Learn-by-doing exercises for skills you can apply to the job 120-day evaluation version of SQL Server 2000 Enterprise Edition Fully searchable eBook",0735619603,9780735619609,UnGuL2HSMNkC,888,19.3x23.6x4.4 cm,,"Databases/ Design/ Examinations, Databases, Electronic books, Electronic data processing personnel/ Certification, Electronic data processing personnel, Microsoft software/ Examinations/ Study guides, Microsoft software, SQL server, Computers / General, Computers / Database Management / General, Computers / Programming Languages / SQL, Computers / Certification Guides / General, Computers / Certification Guides / MCSE, Computers / Data Modeling & Design",,http://bks4.books.google.com/books?id=UnGuL2HSMNkC&printsec=frontcover&img=1&zoom=1&source=gbs_gdata,http://books.google.com/books?id=UnGuL2HSMNkC
